user_id,user_name,drinking_usage_litres,bathing_usage_litres,cooking_usage_litres,washing_usage_litres,other_usage_litres,total_usage_litres,Water_Usage_Category
30,Ivan Sheth,2.01,59.62,40.46,54.88,8.46,165.43,High
31,Miraan Wali,4.15,44.71,32.92,57.57,10.06,149.41,High
32,Akarsh Doshi,1.71,33.73,29.84,10.91,7.9,84.09,Low
33,Sumer Ratti,1.09,29.36,34.43,18.74,21.85,105.47,Normal
34,Adah Subramaniam,2.36,16.94,35.13,17.31,3.89,75.63,Low
35,Oorja Kashyap,1.27,48.7,12.68,17.35,6.3,86.3,Low
36,Misha Singhal,4.14,18.09,45.33,77.75,32.68,177.99,High
37,Yuvaan Lal,4.68,43.08,38.03,68.43,37.59,191.81,High
38,Vritika Sibal,2.14,10.83,12.41,21.55,15.8,62.73,Low
39,Shaan Bassi,1.19,37.78,46.75,6.4,4.39,96.51,Low
40,Rohan Roy,4.4,39.8,37.43,43.01,39.91,164.55,High
41,Kabir Tank,4.96,40.36,51.71,75.5,5.69,178.22,High
42,Anya Wagle,3.82,52.05,25.72,14.7,35.44,131.73,Normal
43,Kashvi Mandal,2.26,52.63,20.88,76.91,25.22,177.9,High
44,Eva Ganesh,4.48,57.94,6.96,41.99,29.1,140.47,High
45,Faiyaz Choudhry,1.32,58.74,49.3,73.68,6.14,189.18,High
46,Suhana Babu,2.43,17.71,44.6,51.21,38.78,154.73,High
47,Pihu Chandran,1.58,26.59,13.97,60.77,17.57,120.48,Normal
48,Samar Acharya,4.87,34.0,31.72,58.17,39.08,167.84,High
49,Vanya Dhar,2.66,16.85,24.56,41.8,8.83,94.7,Low
50,Indranil Tank,1.09,23.62,41.15,62.1,30.35,158.31,High
51,Arnav Sha,1.01,26.04,26.16,36.23,4.4,93.84,Low
52,Uthkarsh Suri,2.86,51.49,45.51,45.05,10.13,155.04,High
53,Mannat Bal,4.98,13.25,42.32,36.43,19.23,116.21,Normal
54,Umang Das,5.0,50.85,14.94,8.81,32.83,112.43,Normal
55,Shanaya Venkataraman,1.67,28.17,57.4,23.85,15.01,126.1,Normal
56,Indrans Deol,3.3,13.09,10.36,59.45,39.47,125.67,Normal
57,Yuvaan Boase,4.79,51.5,8.8,18.98,8.55,92.62,Low
58,Romil Chakraborty,3.79,8.88,28.31,79.8,1.06,121.84,Normal
59,Anahita Ravel,1.31,13.44,38.76,76.64,2.33,132.48,Normal
60,Hunar Sachar,2.08,17.17,45.34,20.03,34.97,119.59,Normal
61,Anika Kumar,3.26,5.44,37.87,60.71,1.28,108.56,Normal
62,Shayak Bassi,1.86,19.82,52.9,76.7,38.99,190.27,High
63,Rasha Sundaram,2.07,53.84,54.4,32.72,24.95,167.98,High
64,Navya Vasa,3.98,58.79,9.03,18.61,33.2,123.61,Normal
65,Kismat Thakkar,2.94,59.57,40.23,27.12,27.6,157.46,High
66,Ivana Iyengar,1.77,35.32,56.9,50.77,13.85,158.61,High
67,Taimur Ramanathan,3.77,52.22,47.38,38.59,38.71,180.67,High
68,Sara Goda,3.23,43.27,24.14,52.09,38.66,161.39,High
69,Anya Hans,1.54,46.93,6.23,71.01,21.17,146.88,High
70,Renee Bath,2.73,30.52,22.97,18.54,18.77,93.53,Low
71,Rati Dua,4.82,40.5,28.37,38.33,39.17,151.19,High
72,Devansh Kapadia,4.79,8.98,36.21,13.44,28.41,91.83,Low
73,Shray Jayaraman,1.89,15.33,59.62,59.03,21.64,157.51,High
74,Madhup Batra,1.57,29.05,15.7,14.05,2.3,62.67,Low
75,Aayush Shenoy,3.37,56.65,15.99,54.03,16.08,146.12,High
76,Purab Viswanathan,1.57,37.94,49.76,71.46,22.41,183.14,High
77,Zeeshan Shere,2.73,29.83,37.42,55.46,13.32,138.76,High
78,Anahi Sachar,1.41,10.89,30.15,17.45,22.25,82.15,Low
79,Navya Doshi,1.03,24.38,40.93,49.86,3.73,119.93,Normal
80,Kartik Madan,2.85,22.97,21.16,30.7,39.44,117.12,Normal
81,Samarth Shenoy,3.74,29.62,32.83,77.32,13.94,157.45,High
82,Samar Chahal,4.57,9.69,47.71,34.22,21.73,117.92,Normal
83,Mamooty Kata,4.47,8.94,7.93,79.82,8.24,109.4,Normal
84,Saira Comar,4.12,44.31,32.92,12.44,30.7,124.49,Normal
85,Lavanya Kurian,3.91,31.74,28.97,26.46,12.45,103.53,Normal
86,Madhav Butala,1.62,36.16,21.45,23.41,18.31,100.95,Normal
87,Neysa Bir,4.08,38.96,39.93,13.66,35.91,132.54,Normal
88,Samar Gour,4.1,57.41,22.52,67.57,25.74,177.34,High
89,Pranay Varma,3.96,15.52,13.97,29.21,28.84,91.5,Low
90,Baiju Balan,1.92,31.16,28.75,21.18,6.21,89.22,Low
91,Oorja Goyal,4.51,48.71,13.61,61.52,9.5,137.85,High
92,Nehmat Yohannan,2.2,14.35,33.4,36.31,32.01,118.27,Normal
93,Samarth Bassi,1.26,41.43,30.34,31.68,12.77,117.48,Normal
94,Sana Majumdar,1.89,32.09,42.2,75.45,13.45,165.08,High
95,Kavya Taneja,1.61,31.74,52.11,44.4,15.02,144.88,High
96,Miraan Mannan,1.07,22.71,21.25,62.43,25.13,132.59,Normal
97,Samarth Sampath,3.83,50.65,56.04,60.35,21.53,192.4,High
98,Samiha Shan,3.87,47.54,9.9,20.82,25.45,107.58,Normal
99,Dhanush Maharaj,3.44,18.33,44.56,78.99,27.21,172.53,High
100,Rhea Sama,3.76,20.09,47.79,56.74,16.6,144.98,High
1,Charvi Cherian,2.9,46.31,46.62,45.28,38.86,179.97,High
2,Romil Khosla,3.19,38.68,57.53,7.69,15.13,122.22,Normal
3,Keya Sharaf,4.46,11.22,58.62,44.69,9.88,128.87,Normal
4,Dhruv Sankaran,5.0,16.51,35.38,72.82,32.54,162.25,High
5,Indrans Bhavsar,2.0,37.0,18.94,42.42,20.55,120.91,Normal
6,Tejas Lalla,2.55,28.97,47.03,44.73,13.49,136.77,High
7,Vivaan Vaidya,3.09,35.86,34.45,18.22,14.17,105.79,Normal
8,Khushi Chandran,4.15,28.62,10.3,65.61,14.47,123.15,Normal
9,Chirag Dugal,3.7,34.89,26.08,60.12,25.61,150.4,High
10,Kismat Bhalla,2.05,40.94,53.17,7.17,2.07,105.4,Normal
11,Alia D’Alia,3.25,37.37,48.93,19.42,38.28,147.25,High
12,Nitya Dyal,3.97,55.23,21.76,73.86,5.16,159.98,High
13,Anaya Choudhary,1.72,32.16,5.52,12.22,8.37,59.99,Low
14,Jiya Sandal,2.4,45.52,12.12,51.98,7.85,119.87,Normal
15,Tara Borra,4.53,8.55,18.25,12.47,30.56,74.36,Low
16,Kiaan Cherian,2.55,56.95,51.94,34.71,25.72,171.87,High
17,Adira Lad,2.47,27.12,22.08,34.15,12.85,98.67,Low
18,Reyansh Aggarwal,4.78,49.05,44.11,22.0,18.3,138.24,High
19,Ishaan Golla,4.48,33.94,18.46,59.61,36.66,153.15,High
20,Vihaan Kuruvilla,3.83,57.11,38.25,72.43,16.21,187.83,High
21,Madhav Swaminathan,3.1,59.59,18.07,73.32,13.43,167.51,High
22,Reyansh Dasgupta,2.65,12.5,17.31,61.75,7.97,102.18,Normal
23,Ryan Tata,1.5,34.86,48.39,65.12,38.35,188.22,High
24,Damini Kalita,3.2,58.64,38.51,52.48,4.31,157.14,High
25,Neysa Dhar,4.95,35.66,43.57,66.24,23.09,173.51,High
26,Arnav Chauhan,1.98,25.97,54.41,37.06,12.35,131.77,Normal
27,Rania Rastogi,3.29,25.25,20.92,23.5,23.21,96.17,Low
28,Indrajit Ganguly,2.48,29.81,33.65,24.81,4.73,95.48,Low
29,Akarsh Warrior,1.38,50.02,20.05,16.35,39.54,127.34,Normal
30,Ivan Sheth,4.31,20.0,10.38,16.6,1.2,52.49,Low
31,Miraan Wali,3.53,30.48,15.4,55.39,16.29,121.09,Normal
32,Akarsh Doshi,1.82,24.69,34.53,64.62,1.39,127.05,Normal
33,Sumer Ratti,4.11,11.67,10.36,32.33,29.16,87.63,Low
34,Adah Subramaniam,2.88,16.79,30.31,75.71,37.17,162.86,High
35,Oorja Kashyap,3.49,21.64,50.05,44.4,23.6,143.18,High
36,Misha Singhal,3.3,31.75,42.88,5.23,17.12,100.28,Normal
37,Yuvaan Lal,2.17,35.12,55.48,49.95,8.39,151.11,High
38,Vritika Sibal,3.52,41.12,13.95,28.78,2.02,89.39,Low
39,Shaan Bassi,2.32,43.56,30.24,50.07,11.48,137.67,High
40,Rohan Roy,4.08,47.89,36.57,10.14,2.75,101.43,Normal
41,Kabir Tank,3.88,37.18,29.6,48.75,18.51,137.92,High
42,Anya Wagle,1.46,22.73,52.53,75.79,15.87,168.38,High
43,Kashvi Mandal,2.07,13.32,25.04,36.88,33.05,110.36,Normal
44,Eva Ganesh,1.36,41.79,22.33,30.36,18.05,113.89,Normal
45,Faiyaz Choudhry,2.03,41.76,18.81,14.3,30.03,106.93,Normal
46,Suhana Babu,4.34,20.91,16.26,13.4,12.69,67.6,Low
47,Pihu Chandran,3.72,31.22,29.19,17.61,8.95,90.69,Low
48,Samar Acharya,4.5,53.34,35.23,45.38,34.42,172.87,High
49,Vanya Dhar,3.37,46.51,57.7,76.9,26.36,210.84,High
50,Indranil Tank,4.22,54.43,56.56,30.25,39.78,185.24,High
51,Arnav Sha,2.71,52.47,6.77,78.81,39.2,179.96,High
52,Uthkarsh Suri,4.19,27.35,20.92,43.55,19.25,115.26,Normal
53,Mannat Bal,3.3,9.83,59.87,38.25,15.93,127.18,Normal
54,Umang Das,4.2,24.46,49.79,22.05,11.83,112.33,Normal
55,Shanaya Venkataraman,3.39,54.4,12.81,53.2,11.69,135.49,High
56,Indrans Deol,3.75,20.03,45.42,28.9,22.37,120.47,Normal
57,Yuvaan Boase,1.78,28.5,47.64,59.07,36.09,173.08,High
58,Romil Chakraborty,4.68,23.2,5.69,22.73,28.8,85.1,Low
59,Anahita Ravel,2.04,12.51,59.36,24.82,20.85,119.58,Normal
60,Hunar Sachar,4.71,54.52,40.4,28.52,27.62,155.77,High
61,Anika Kumar,2.02,28.48,51.2,40.92,28.32,150.94,High
62,Shayak Bassi,3.11,56.7,7.31,79.87,26.35,173.34,High
63,Rasha Sundaram,4.13,16.15,33.69,56.96,5.15,116.08,Normal
64,Navya Vasa,1.32,45.64,58.47,21.45,2.68,129.56,Normal
65,Kismat Thakkar,2.3,46.49,49.98,47.88,11.94,158.59,High
66,Ivana Iyengar,1.16,44.66,12.82,50.86,7.98,117.48,Normal
67,Taimur Ramanathan,2.84,22.24,44.63,34.82,12.15,116.68,Normal
68,Sara Goda,2.04,38.79,53.76,57.63,18.15,170.37,High
69,Anya Hans,4.05,14.57,54.44,40.66,11.01,124.73,Normal
70,Renee Bath,2.91,42.05,35.97,54.76,16.38,152.07,High
71,Rati Dua,2.92,55.44,26.92,67.53,33.52,186.33,High
72,Devansh Kapadia,3.5,29.44,36.77,24.58,12.51,106.8,Normal
73,Shray Jayaraman,4.73,24.7,11.88,56.79,36.16,134.26,Normal
74,Madhup Batra,2.18,30.65,20.79,23.37,4.54,81.53,Low
75,Aayush Shenoy,1.02,6.79,8.44,17.31,13.38,46.94,Low
76,Purab Viswanathan,3.79,21.14,44.24,54.88,35.66,159.71,High
77,Zeeshan Shere,1.9,43.32,24.8,44.87,38.68,153.57,High
78,Anahi Sachar,3.49,49.64,7.7,76.86,8.31,146.0,High
79,Navya Doshi,4.53,24.08,56.33,69.73,31.48,186.15,High
80,Kartik Madan,4.53,13.49,38.73,33.05,37.36,127.16,Normal
81,Samarth Shenoy,4.14,9.55,49.01,68.7,5.95,137.35,High
82,Samar Chahal,1.45,51.66,10.99,67.09,8.29,139.48,High
83,Mamooty Kata,2.79,11.69,9.31,26.45,35.45,85.69,Low
84,Saira Comar,2.59,29.96,55.95,40.64,32.14,161.28,High
85,Lavanya Kurian,2.33,5.89,56.58,14.58,7.46,86.84,Low
86,Madhav Butala,3.36,54.34,15.31,13.1,14.6,100.71,Normal
87,Neysa Bir,4.34,19.12,16.9,37.25,20.74,98.35,Low
88,Samar Gour,4.43,45.9,11.48,24.67,25.88,112.36,Normal
89,Pranay Varma,3.24,28.98,31.36,8.93,35.14,107.65,Normal
90,Baiju Balan,1.63,16.99,13.75,69.14,26.56,128.07,Normal
91,Oorja Goyal,1.95,50.84,54.6,20.73,15.2,143.32,High
92,Nehmat Yohannan,2.37,53.11,16.71,67.42,1.55,141.16,High
93,Samarth Bassi,4.24,14.2,7.81,68.06,29.77,124.08,Normal
94,Sana Majumdar,1.86,37.46,25.11,55.71,4.97,125.11,Normal
95,Kavya Taneja,1.45,16.09,53.15,56.7,12.92,140.31,High
96,Miraan Mannan,4.27,34.39,29.7,62.47,18.02,148.85,High
97,Samarth Sampath,1.01,15.35,58.25,11.53,3.49,89.63,Low
98,Samiha Shan,1.51,37.64,12.71,68.56,15.38,135.8,High
99,Dhanush Maharaj,4.26,46.86,18.12,71.39,22.14,162.77,High
100,Rhea Sama,3.36,24.81,50.71,7.05,22.29,108.22,Normal
1,Charvi Cherian,2.8,57.9,46.5,47.67,34.47,189.34,High
2,Romil Khosla,4.26,11.29,26.73,74.93,20.43,137.64,High
3,Keya Sharaf,1.52,23.51,51.49,36.58,27.48,140.58,High
4,Dhruv Sankaran,2.92,41.67,29.99,65.26,2.91,142.75,High
5,Indrans Bhavsar,2.73,53.38,13.76,35.58,35.25,140.7,High
6,Tejas Lalla,2.07,43.74,29.08,72.84,27.79,175.52,High
7,Vivaan Vaidya,2.56,8.74,47.47,19.96,27.71,106.44,Normal
8,Khushi Chandran,2.18,50.75,17.06,64.65,14.1,148.74,High
9,Chirag Dugal,1.72,11.57,24.32,73.25,38.67,149.53,High
10,Kismat Bhalla,3.73,54.53,31.22,70.13,28.1,187.71,High
11,Alia D’Alia,2.67,34.73,37.57,6.98,17.51,99.46,Low
12,Nitya Dyal,1.46,50.98,44.08,49.07,28.34,173.93,High
13,Anaya Choudhary,3.97,11.45,45.86,34.17,30.76,126.21,Normal
14,Jiya Sandal,2.99,18.8,38.46,63.84,12.61,136.7,High
15,Tara Borra,4.74,37.81,32.58,65.88,36.33,177.34,High
16,Kiaan Cherian,4.52,51.47,6.56,67.88,38.53,168.96,High
17,Adira Lad,1.38,35.0,5.82,14.38,24.39,80.97,Low
18,Reyansh Aggarwal,3.2,53.4,13.28,14.9,5.43,90.21,Low
19,Ishaan Golla,3.41,9.42,12.59,8.0,38.91,72.33,Low
20,Vihaan Kuruvilla,1.67,11.94,11.01,15.08,8.6,48.3,Low
21,Madhav Swaminathan,2.02,43.36,57.89,65.72,8.45,177.44,High
22,Reyansh Dasgupta,1.32,15.84,58.69,35.19,21.8,132.84,Normal
23,Ryan Tata,4.99,54.94,6.93,56.31,20.33,143.5,High
24,Damini Kalita,4.32,25.86,27.43,30.18,20.24,108.03,Normal
25,Neysa Dhar,2.87,12.81,59.22,60.46,34.52,169.88,High
26,Arnav Chauhan,3.62,58.69,17.88,77.52,7.66,165.37,High
27,Rania Rastogi,3.81,37.96,56.26,42.63,8.72,149.38,High
28,Indrajit Ganguly,4.78,38.27,21.97,37.06,29.38,131.46,Normal
29,Akarsh Warrior,4.42,18.15,25.1,54.06,3.49,105.22,Normal
30,Ivan Sheth,1.4,29.43,27.97,43.49,6.59,108.88,Normal
31,Miraan Wali,1.93,41.98,31.34,27.73,17.2,120.18,Normal
32,Akarsh Doshi,3.46,35.77,44.31,41.15,22.11,146.8,High
33,Sumer Ratti,3.7,6.26,16.84,33.54,16.21,76.55,Low
34,Adah Subramaniam,3.44,17.85,16.4,74.27,28.88,140.84,High
35,Oorja Kashyap,1.52,55.02,6.54,79.08,31.4,173.56,High
36,Misha Singhal,4.38,11.05,57.75,73.48,1.25,147.91,High
37,Yuvaan Lal,4.25,17.77,48.0,48.35,18.84,137.21,High
38,Vritika Sibal,2.56,26.2,32.85,48.64,18.95,129.2,Normal
39,Shaan Bassi,1.31,57.74,35.3,25.84,39.73,159.92,High
40,Rohan Roy,4.07,31.05,21.05,50.24,36.72,143.13,High
41,Kabir Tank,3.65,15.75,59.23,43.18,29.68,151.49,High
42,Anya Wagle,3.17,29.94,9.1,34.06,38.83,115.1,Normal
43,Kashvi Mandal,1.71,42.1,24.82,21.63,11.57,101.83,Normal
44,Eva Ganesh,3.86,50.11,28.93,58.97,12.34,154.21,High
45,Faiyaz Choudhry,3.78,25.97,58.4,51.25,23.53,162.93,High
46,Suhana Babu,2.31,30.88,16.67,64.76,26.92,141.54,High
47,Pihu Chandran,3.9,19.23,36.64,42.35,20.57,122.69,Normal
48,Samar Acharya,2.29,24.13,44.67,62.5,30.41,164.0,High
49,Vanya Dhar,3.83,20.68,45.09,57.92,27.92,155.44,High
50,Indranil Tank,3.41,55.55,32.53,30.42,21.89,143.8,High
51,Arnav Sha,2.75,53.3,56.37,72.66,23.16,208.24,High
52,Uthkarsh Suri,4.55,48.72,55.64,66.61,35.7,211.22,High
53,Mannat Bal,3.12,51.83,32.6,60.96,20.57,169.08,High
54,Umang Das,3.98,45.11,46.45,64.1,29.17,188.81,High
55,Shanaya Venkataraman,3.35,13.11,21.03,76.7,5.7,119.89,Normal
56,Indrans Deol,1.69,33.05,36.45,43.71,34.64,149.54,High
57,Yuvaan Boase,2.65,47.9,8.19,54.9,20.6,134.24,Normal
58,Romil Chakraborty,3.89,36.36,57.6,73.62,37.0,208.47,High
59,Anahita Ravel,4.12,40.41,6.64,27.71,1.21,80.09,Low
60,Hunar Sachar,4.95,8.0,24.8,42.66,23.89,104.3,Normal
61,Anika Kumar,3.71,32.15,21.06,24.22,24.49,105.63,Normal
62,Shayak Bassi,1.55,6.12,50.73,56.37,6.41,121.18,Normal
63,Rasha Sundaram,1.76,11.24,56.18,51.54,13.38,134.1,Normal
64,Navya Vasa,1.79,13.54,32.11,51.93,32.76,132.13,Normal
65,Kismat Thakkar,3.5,44.38,29.16,78.65,2.13,157.82,High
66,Ivana Iyengar,3.2,16.95,11.99,32.34,20.53,85.01,Low
67,Taimur Ramanathan,2.46,11.45,33.79,7.15,16.05,70.9,Low
68,Sara Goda,1.39,38.43,51.64,23.63,6.04,121.13,Normal
69,Anya Hans,2.36,57.96,14.5,30.07,12.12,117.01,Normal
70,Renee Bath,3.86,59.88,14.57,16.17,6.39,100.87,Normal
71,Rati Dua,3.82,37.46,12.72,39.32,27.63,120.95,Normal
72,Devansh Kapadia,1.71,33.81,23.7,25.18,8.79,93.19,Low
73,Shray Jayaraman,3.29,17.92,36.99,41.76,8.01,107.97,Normal
74,Madhup Batra,2.22,33.85,57.52,68.33,3.29,165.21,High
75,Aayush Shenoy,2.17,27.36,35.31,8.15,4.29,77.28,Low
76,Purab Viswanathan,2.86,53.28,12.62,76.91,31.79,177.46,High
77,Zeeshan Shere,2.36,52.5,47.44,32.83,21.44,156.57,High
78,Anahi Sachar,3.08,44.3,38.28,43.4,4.06,133.12,Normal
79,Navya Doshi,3.5,35.56,37.04,12.03,14.58,102.71,Normal
80,Kartik Madan,2.71,14.92,30.91,70.22,30.27,149.03,High
81,Samarth Shenoy,1.89,31.42,56.77,45.02,15.75,150.85,High
82,Samar Chahal,3.64,47.4,25.1,38.85,20.8,135.79,High
83,Mamooty Kata,3.71,23.44,25.53,23.91,36.17,112.76,Normal
84,Saira Comar,3.47,6.51,39.44,52.72,6.7,108.84,Normal
85,Lavanya Kurian,4.3,34.04,31.22,68.23,9.26,147.05,High
86,Madhav Butala,3.66,19.81,47.84,47.42,11.04,129.77,Normal
87,Neysa Bir,3.36,29.76,34.93,72.82,13.69,154.56,High
88,Samar Gour,4.62,56.2,11.73,70.1,31.13,173.78,High
89,Pranay Varma,1.17,7.4,11.0,73.46,14.74,107.77,Normal
90,Baiju Balan,1.86,44.47,39.08,76.44,25.36,187.21,High
91,Oorja Goyal,4.29,23.62,8.37,33.99,26.87,97.14,Low
92,Nehmat Yohannan,2.52,12.8,11.94,6.87,1.75,35.88,Low
93,Samarth Bassi,3.91,44.97,27.48,31.42,23.93,131.71,Normal
94,Sana Majumdar,4.3,20.58,40.71,23.44,9.4,98.43,Low
95,Kavya Taneja,2.36,21.53,40.81,59.88,30.12,154.7,High
96,Miraan Mannan,3.57,30.73,30.76,30.41,9.13,104.6,Normal
97,Samarth Sampath,4.63,10.56,8.21,54.36,14.44,92.2,Low
98,Samiha Shan,3.03,51.53,57.01,20.39,34.12,166.08,High
99,Dhanush Maharaj,3.95,49.11,26.12,44.15,1.06,124.39,Normal
100,Rhea Sama,1.64,31.02,37.53,10.32,17.81,98.32,Low
1,Charvi Cherian,3.66,9.23,25.22,24.99,10.7,73.8,Low
2,Romil Khosla,1.73,53.63,19.52,32.1,28.87,135.85,High
3,Keya Sharaf,3.92,29.1,25.06,76.27,33.69,168.04,High
4,Dhruv Sankaran,2.04,59.87,17.95,31.01,15.79,126.66,Normal
5,Indrans Bhavsar,3.28,50.92,56.49,66.63,39.07,216.39,High
6,Tejas Lalla,1.82,13.51,24.23,70.58,4.67,114.81,Normal
7,Vivaan Vaidya,3.06,42.84,21.39,65.67,23.46,156.42,High
8,Khushi Chandran,4.06,37.65,55.86,28.6,32.35,158.52,High
9,Chirag Dugal,2.55,26.87,26.91,69.24,6.19,131.76,Normal
10,Kismat Bhalla,4.33,51.64,46.44,37.65,8.92,148.98,High
11,Alia D’Alia,3.32,59.91,28.48,69.16,20.25,181.12,High
12,Nitya Dyal,1.1,19.31,7.3,53.0,27.74,108.45,Normal
13,Anaya Choudhary,3.88,48.21,11.64,55.67,3.82,123.22,Normal
14,Jiya Sandal,4.24,5.47,28.57,19.49,15.53,73.3,Low
15,Tara Borra,4.04,42.69,46.74,52.79,2.95,149.21,High
16,Kiaan Cherian,1.59,23.16,54.29,20.6,36.95,136.59,High
17,Adira Lad,3.61,18.12,35.32,16.45,20.8,94.3,Low
18,Reyansh Aggarwal,3.47,24.18,43.6,34.34,17.87,123.46,Normal
19,Ishaan Golla,1.7,9.65,18.85,22.06,5.74,58.0,Low
20,Vihaan Kuruvilla,2.63,26.01,7.41,17.01,16.83,69.89,Low
21,Madhav Swaminathan,1.97,47.26,28.72,10.56,1.37,89.88,Low
22,Reyansh Dasgupta,4.07,53.87,5.81,37.9,14.26,115.91,Normal
23,Ryan Tata,4.29,50.0,10.14,61.33,3.46,129.22,Normal
24,Damini Kalita,2.26,20.82,7.41,65.34,17.37,113.2,Normal
25,Neysa Dhar,2.39,25.66,44.59,36.34,36.35,145.33,High
26,Arnav Chauhan,2.42,7.44,39.51,73.73,32.8,155.9,High
27,Rania Rastogi,4.15,8.6,24.58,59.12,16.29,112.74,Normal
28,Indrajit Ganguly,1.81,27.68,37.56,78.57,34.07,179.69,High
29,Akarsh Warrior,3.49,44.92,51.25,54.41,18.12,172.19,High
30,Ivan Sheth,1.75,39.87,5.27,49.04,25.6,121.53,Normal
31,Miraan Wali,1.5,32.92,56.07,43.76,16.45,150.7,High
32,Akarsh Doshi,3.51,51.82,36.75,30.77,10.27,133.12,Normal
33,Sumer Ratti,4.29,5.03,42.06,64.69,33.79,149.86,High
34,Adah Subramaniam,1.92,7.4,9.62,63.06,19.45,101.45,Normal
35,Oorja Kashyap,1.38,54.65,58.37,32.01,19.62,166.03,High
36,Misha Singhal,1.47,39.99,42.24,76.26,25.23,185.19,High
37,Yuvaan Lal,3.06,21.46,48.1,12.99,20.74,106.35,Normal
38,Vritika Sibal,2.29,44.06,19.37,18.86,18.09,102.67,Normal
39,Shaan Bassi,1.89,12.92,52.73,9.72,20.74,98.0,Low
40,Rohan Roy,3.35,31.08,41.1,22.15,8.95,106.63,Normal
41,Kabir Tank,4.37,47.18,29.88,71.91,18.6,171.94,High
42,Anya Wagle,2.4,59.32,58.9,37.42,34.54,192.58,High
43,Kashvi Mandal,1.17,41.39,50.78,18.92,9.59,121.85,Normal
44,Eva Ganesh,1.93,43.43,20.48,67.33,2.81,135.98,High
45,Faiyaz Choudhry,3.67,44.13,26.46,57.71,16.52,148.49,High
46,Suhana Babu,2.99,38.24,31.16,21.49,12.54,106.42,Normal
47,Pihu Chandran,4.94,11.6,39.18,16.93,5.68,78.33,Low
48,Samar Acharya,1.04,10.84,29.62,45.45,39.5,126.45,Normal
49,Vanya Dhar,2.85,39.95,59.69,49.66,22.59,174.74,High
50,Indranil Tank,4.54,56.47,15.44,14.1,38.34,128.89,Normal
51,Arnav Sha,2.73,41.57,16.48,34.46,18.94,114.18,Normal
52,Uthkarsh Suri,1.69,12.09,32.98,73.12,32.1,151.98,High
53,Mannat Bal,1.01,38.16,49.67,34.76,8.48,132.08,Normal
54,Umang Das,2.85,55.91,35.56,44.01,4.73,143.06,High
55,Shanaya Venkataraman,2.59,37.72,29.33,60.85,27.72,158.21,High
56,Indrans Deol,3.59,34.18,18.41,30.57,18.61,105.36,Normal
57,Yuvaan Boase,4.51,19.57,43.91,29.11,17.81,114.91,Normal
58,Romil Chakraborty,3.79,45.49,21.29,6.11,14.55,91.23,Low
59,Anahita Ravel,3.37,59.97,7.57,31.95,17.88,120.74,Normal
60,Hunar Sachar,4.67,5.63,17.89,48.29,1.71,78.19,Low
61,Anika Kumar,2.37,33.23,31.37,15.84,37.63,120.44,Normal
62,Shayak Bassi,1.64,36.29,25.74,13.82,6.53,84.02,Low
63,Rasha Sundaram,1.31,26.64,46.5,35.12,1.24,110.81,Normal
64,Navya Vasa,4.01,56.62,51.27,32.12,13.17,157.19,High
65,Kismat Thakkar,1.85,31.91,34.08,9.71,38.2,115.75,Normal
66,Ivana Iyengar,1.47,56.6,57.45,60.98,11.55,188.05,High
67,Taimur Ramanathan,3.93,29.86,43.72,38.62,38.43,154.56,High
68,Sara Goda,2.96,52.81,49.02,10.06,32.36,147.21,High
69,Anya Hans,2.07,15.78,30.85,16.41,25.71,90.82,Low
70,Renee Bath,4.11,36.36,36.87,40.88,20.58,138.8,High
71,Rati Dua,2.89,34.41,9.02,15.48,13.29,75.09,Low
72,Devansh Kapadia,2.17,53.83,12.46,46.04,13.7,128.2,Normal
73,Shray Jayaraman,1.08,9.72,33.6,52.12,20.08,116.6,Normal
74,Madhup Batra,4.58,15.22,54.86,45.58,16.34,136.58,High
75,Aayush Shenoy,2.22,27.73,28.16,14.79,31.89,104.79,Normal
76,Purab Viswanathan,2.98,13.12,13.77,34.1,23.11,87.08,Low
77,Zeeshan Shere,3.42,7.27,21.81,70.2,9.21,111.91,Normal
78,Anahi Sachar,4.78,12.75,11.52,10.2,17.22,56.47,Low
79,Navya Doshi,1.01,13.35,53.79,70.09,21.69,159.93,High
80,Kartik Madan,1.2,25.71,21.14,13.09,19.78,80.92,Low
81,Samarth Shenoy,4.52,26.92,49.45,39.06,17.54,137.49,High
82,Samar Chahal,4.51,37.78,53.35,8.96,29.98,134.58,Normal
83,Mamooty Kata,4.76,6.51,51.07,8.6,2.82,73.76,Low
84,Saira Comar,4.15,32.52,42.49,21.41,34.03,134.6,Normal
85,Lavanya Kurian,1.87,44.41,50.16,8.76,37.45,142.65,High
86,Madhav Butala,2.03,33.61,32.85,22.27,38.0,128.76,Normal
87,Neysa Bir,1.5,11.42,46.05,66.11,16.74,141.82,High
88,Samar Gour,1.25,39.47,19.36,65.59,21.75,147.42,High
89,Pranay Varma,3.83,24.73,19.92,12.93,39.3,100.71,Normal
90,Baiju Balan,4.35,24.81,22.86,5.61,1.9,59.53,Low
91,Oorja Goyal,3.09,57.55,5.36,26.67,5.21,97.88,Low
92,Nehmat Yohannan,3.42,55.84,25.84,59.15,5.79,150.04,High
93,Samarth Bassi,4.17,56.38,21.2,36.09,35.53,153.37,High
94,Sana Majumdar,4.35,10.06,9.48,22.06,37.9,83.85,Low
95,Kavya Taneja,4.06,13.67,24.48,33.23,26.05,101.49,Normal
